opeid,name,address,city,state,zip,number_of_defaults,number_of_loans,default_rate
30761,SOUTHWESTERN COLLEGE                                             ,3960  SAN FELIPE                                  ,SANTA FE            ,NM,87507,0,48,0
30763,BEULAH HEIGHTS UNIVERSITY                                        ,892 BERNE STREET SE                               ,ATLANTA             ,GA,30316,23,199,11.5
30772,PAUL MITCHELL THE SCHOOL MISSOURI COLUMBIA                       ,1611 BURLINGTON STREET             SUITE A        ,COLUMBIA            ,MO,65202,0,30,0
30780,MIAMI MEDIA SCHOOL                                               ,901 SOUTH MIAMI AVENUE             SUITE 303      ,MIAMI               ,FL,33130,3,45,6.6
30784,CAMEO BEAUTY ACADEMY                                             ,9714 SOUTH CICERO AVENUE                          ,OAK LAWN            ,IL,60453,3,88,3.4
30790,ETI TECHNICAL COLLEGE OF NILES                                   ,2076 YOUNGSTOWN-WARREN ROAD                       ,NILES               ,OH,44446,20,137,14.5
30791,NORTH CENTRAL INSTITUTE                                          ,168 JACK MILLER BOULEVARD                         ,CLARKSVILLE         ,TN,37042,11,49,22.4
30799,CITY COLLEGE                                                     ,177 MONTGOMERY ROAD                               ,ALTAMONTE SPRINGS   ,FL,32714,19,259,7.3
30819,YTI CAREER INSTITUTE - ALTOONA                                   ,2900 FAIRWAY DRIVE                                ,ALTOONA             ,PA,16602,33,270,12.2
30821,MYOTHERAPY COLLEGE OF UTAH                                       ,336 WEST BUGATTI STREET                           ,SALT LAKE CITY      ,UT,84115,2,60,3.3
30830,OZARKS TECHNICAL COMMUNITY COLLEGE                               ,1001 EAST CHESTNUT EXPRESSWAY                     ,SPRINGFIELD         ,MO,65802,954,4176,22.8
30837,GALEN HEALTH INSTITUTES                                          ,1031 ZORN AVENUE                   SUITE 400      ,LOUISVILLE          ,KY,40207,178,1867,9.5
30838,HEARTLAND COMMUNITY COLLEGE                                      ,1500 WEST RAAB ROAD                               ,NORMAL              ,IL,61761,98,611,16
30842,VALLEY COLLEGE                                                   ,616 HARRISON STREET                               ,PRINCETON           ,WV,24740,9,53,16.9
30843,UNIVERSITY OF LIMERICK                                           ,LIMERICK                                          ,LIMERICK            ,FC,     ,2,51,3.9
30844,VALLEY COLLEGE                                                   ,"120 NEW RIVER TOWN CENTER, SUITE C                ",BECKLEY             ,WV,25801,10,80,12.5
30847,VENTURA ADULT AND CONTINUING EDUCATION                           ,5200 VALENTINE ROAD                               ,VENTURA             ,CA,93003,5,54,9.2
30887,ROYAL CONSERVATOIRE OF SCOTLAND                                  ,100 RENFREW STREET                                ,GLASGOW             ,FC,G2 3D,0,42,0
30888,"WATKINS COLLEGE OF ART, DESIGN & FILM                            ",2298 ROSA L PARKS BOULEVARD                       ,NASHVILLE           ,TN,37228,10,103,9.7
30891,GEORGIA INSTITUTE OF COSMETOLOGY                                 ,3529 ATLANTA HIGHWAY                              ,ATHENS              ,GA,30606,24,232,10.3
30893,HERITAGE BIBLE COLLEGE                                           ,1747 BUD HAWKINS ROAD                             ,DUNN                ,NC,28334,16,78,20.5
30900,SHARP'S ACADEMY OF HAIRSTYLING                                   ,8166 HOLLY ROAD                                   ,GRAND BLANC         ,MI,48439,2,53,3.7
30906,COBB BEAUTY COLLEGE                                              ,3096 CHEROKEE STREET                              ,KENNESAW            ,GA,30144,3,36,8.3
30908,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE                        ,1858 WEST GRANDVIEW BOULEVARD                     ,ERIE                ,PA,16509,2,818,0.2
30913,REGENT UNIVERSITY                                                ,1000 REGENT UNIVERSITY DRIVE                      ,VIRGINIA BEACH      ,VA,23464,66,1627,4
30917,POZNAN UNIVERSITY OF MEDICAL SCIENCES                            ,UL. FREDRY 10                                     ,POZNAN              ,FC,61- 7,5,42,11.9
30926,MESSENGER COLLEGE                                                ,400 SOUTH INDUSTRIAL BOULEVARD     STE 300        ,EULESS              ,TX,76040,2,34,5.8
30948,INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE                       ,233 MILL STREET                                   ,WATERBURY           ,CT,6706,7,54,12.9
30950,RMIT UNIVERSITY                                                  ,124 LA TROBE STREET                               ,MELBOURNE           ,FC,3000,2,29,6.8
30954,BOND UNIVERSITY                                                  ,UNIVERSITY DRIVE                   ROBINA         ,GOLD COAST          ,FC,4229,0,36,0
30955,ASA COLLEGE                                                      ,151 LAWRENCE STREET                2ND FLOOR      ,BROOKLYN            ,NY,11201,266,2521,10.5
30961,LA TROBE UNIVERSITY                                              ,BUNDOORA CAMPUS                    LA TROBE UNIVER,MELBOURNE           ,FC,3083,7,42,16.6
30962,CHARLES STUART SCHOOL                                            ,1420 KINGS HIGHWAY                 2ND FLOOR      ,BROOKLYN            ,NY,11229,2,38,5.2
30970,MERCY COLLEGE OF OHIO                                            ,2221 MADISON AVENUE                               ,TOLEDO              ,OH,43604,28,462,6
30972,AESTHETICS INSTITUTE OF COSMETOLOGY                              ,701 RUSSELL AVENUE                 SUITE H110     ,GAITHERSBURG        ,MD,20877,5,41,12.1
30977,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION                ,3195 MCMILLAN STREET               SUITE F        ,SAN LUIS OBISPO     ,CA,93401,15,126,11.9
30978,CARSTEN INSTITUTE OF COSMETOLOGY                                 ,290 MADISON AVENUE                 5TH FLOOR      ,NEW YORK            ,NY,10017,18,144,12.5
30980,ST. JOHN'S COLLEGE OF NURSING                                    ,729 EAST CARPENTER STREET                         ,SPRINGFIELD         ,IL,62702,0,42,0
30982,YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE                ,13315 WASHINGTON BOULEVARD                        ,LOS ANGELES         ,CA,90066,7,63,11.1
30986,CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY                    ,3201 ROCKWELL AVENUE                              ,SCRANTON            ,PA,18508,2,37,5.4
30987,MILAN INSTITUTE                                                  ,75-030 GERALD FORD DRIVE                          ,PALM DESERT         ,CA,92211,93,586,15.8
30990,CORTIVA INSTITUTE - SEATTLE                                      ,425 PONTIUS AVENUE NORTH           SUITE 100      ,SEATTLE             ,WA,98109,31,234,13.2
31001,PARAMOUNT BEAUTY ACADEMY                                         ,1745 11TH STREET                                  ,PORTSMOUTH          ,OH,45662,4,64,6.2
31004,COCONINO COUNTY COMMUNITY COLLEGE                                ,2800 SOUTH LONE TREE ROAD                         ,FLAGSTAFF           ,AZ,86005,100,582,17.1
31007,CARROLL COMMUNITY COLLEGE                                        ,1601 WASHINGTON ROAD                              ,WESTMINSTER         ,MD,21157,0,0,0
31009,LUTHER RICE COLLEGE & SEMINARY                                   ,3038 EVANS MILL ROAD                              ,LITHONIA            ,GA,30038,7,256,2.7
31010,NEW DIMENSION SCHOOL OF HAIR DESIGN                              ,621 KENTUCKY  AVENUE                              ,JOPLIN              ,MO,64801,2,44,4.5
31013,GRANITE STATE COLLEGE                                            ,25 HALL STREET                                    ,CONCORD             ,NH,3301,125,856,14.6
31018,ILLINOIS MEDIA SCHOOL                                            ,455 EISENHOWER LANE SOUTH          SUITE 200      ,LOMBARD             ,IL,60148,23,274,8.3
31019,TRINITY BAPTIST COLLEGE                                          ,800 HAMMOND BOULEVARD                             ,JACKSONVILLE        ,FL,32221,14,96,14.5
31020,"RIVERTOWN SCHOOL OF BEAUTY, BARBER, SKIN CARE AND NAILS          ",4747-E HAMILTON ROAD                              ,COLUMBUS            ,GA,31904,5,109,4.5
31021,MORGANTOWN BEAUTY COLLEGE                                        ,276 WALNUT STREET                                 ,MORGANTOWN          ,WV,26505,2,51,3.9
31025,AMERICAN UNIVERSITY OF ROME                                      ,VIA PIETRO ROSELLI 4                              ,ROME                ,FC,153,8,73,10.9
31033,JNA INSTITUTE OF CULINARY ARTS                                   ,1212 SOUTH BROAD STREET                           ,PHILADELPHIA        ,PA,19146,12,52,23
31037,ADIRONDACK BEAUTY SCHOOL                                         ,108 DIX AVENUE                                    ,GLEN FALLS          ,NY,12801,14,63,22.2
31038,SOUTHERN SCHOOL OF BEAUTY                                        ,140 WEST MAIN STREET                              ,DURANT              ,OK,74701,10,56,17.8
31040,SHAWSHEEN VALLEY SCHOOL OF PRACTICAL NURSING                     ,100 COOK STREET                                   ,BILLERICA           ,MA,1821,4,30,13.3
31042,CAROLINAS COLLEGE OF HEALTH SCIENCES                             ,1200 BLYTHE BOULEVARD                             ,CHARLOTTE           ,NC,28203,5,131,3.8
31043,CAREER TECHNICAL INSTITUTE                                       ,"1101 VERMONT AVE, NW                              ",WASHINGTON          ,DC,20005,89,451,19.7
31045,ATLANTA INSTITUTE OF MUSIC AND MEDIA                             ,2875 BRECKINRIDGE BLVD.            SUITE 700      ,DULUTH              ,GA,30096,32,172,18.6
31048,GRIFFITH UNIVERSITY                                              ,"KESSELS ROAD, NATHAN                              ",BRISBANE            ,FC,4111,4,52,7.6
31052,BAPTIST HEALTH COLLEGE LITTLE ROCK                               ,11900 COLONEL GLENN ROAD                          ,LITTLE ROCK         ,AR,72210,30,446,6.7
31060,MISSOURI STATE UNIVERSITY - WEST PLAINS                          ,128 GARFIELD                                      ,WEST PLAINS         ,MO,65775,87,482,18
31062,FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY                   ,5414 BRITTANY DRIVE                               ,BATON ROUGE         ,LA,70808,41,747,5.4
31065,SENTARA COLLEGE OF HEALTH SCIENCES                               ,1441 CROSSWAYS BOULEVARD           SUITE 105      ,CHESAPEAKE          ,VA,23320,4,100,4
31070,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES     ,2140 EAST BROADWAY ROAD                           ,TEMPE               ,AZ,85282,1,93,1
31081,SUMMIT COLLEGE                                                   ,851 SOUTH  COOLEY DRIVE                           ,COLTON              ,CA,92324,127,975,13
31085,EVERGLADES UNIVERSITY                                            ,5002 T-REX AVENUE                  SUITE 100      ,BOCA RATON          ,FL,33431,49,564,8.6
31090,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA                   ,3000 WAKEFIELD CROSSING DRIVE                     ,RALEIGH             ,NC,27614,46,416,11
31091,"WORKFORCE INSTITUTE'S CITY COLLEGE, THE                          ",4322 NORTH 5TH STREET                             ,PHILADELPHIA        ,PA,19140,17,91,18.6
31095,DONGGUK UNIVERSITY LOS ANGELES                                   ,440 SHATTO PLACE                                  ,LOS ANGELES         ,CA,90020,3,41,7.3
31103,SALON ACADEMY (THE)                                              ,440 MARSHALL STREET                               ,COLDWATER           ,MI,49036,7,40,17.5
31107,AVIATION INSTITUTE OF MAINTENANCE                                ,3001 GRANT AVENUE                                 ,PHILADELPHIA        ,PA,19114,10,205,4.8
31109,HOUSE OF HEAVILIN OF BLUE SPRINGS                                ,800 WEST FOXWOOD DRIVE                            ,RAYMORE             ,MO,64083,5,49,10.2
31133,UEI COLLEGE                                                      ,3602 N. BLACKSTONE AVENUE          SUITE 0268     ,FRESNO              ,CA,93726,297,1095,27.1
31136,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY                      ,525 NORTH MULLER STREET                           ,ANAHEIM             ,CA,92801,32,391,8.1
31147,PRAXIS INSTITUTE                                                 ,1850 SOUTHWEST 8TH STREET          4TH FLOOR      ,MIAMI               ,FL,33135,55,453,12.1
31150,ARIZONA COLLEGE                                                  ,4425 WEST OLIVE AVENUE             SUITE 300      ,GLENDALE            ,AZ,85302,159,713,22.3
31152,MOTORING TECHNICAL TRAINING INSTITUTE                            ,1241 FALL RIVER AVENUE                            ,SEEKONK             ,MA,2771,40,228,17.5
31153,GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES                         ,8250 STATE STREET ROAD                            ,BATAVIA             ,NY,14020,15,148,10.1
31155,ADVENTIST UNIVERSITY OF HEALTH SCIENCES                          ,671 WINYAH DRIVE                                  ,ORLANDO             ,FL,32803,39,848,4.5
31158,BRIGHTWOOD COLLEGE                                               ,6441 NORTH WEST I-410 LOOP                        ,SAN ANTONIO         ,TX,78238,362,1667,21.7
31161,VOGUE BEAUTY AND BARBER SCHOOL                                   ,3655 MACLAND ROAD                                 ,HIRAM               ,GA,30141,11,92,11.9
31169,BAPTIST THEOLOGICAL SEMINARY AT RICHMOND                         ,8040 VILLA PARK DRIVE              SUITE 250      ,RICHMOND            ,VA,23228,0,37,0
31170,ASHLAND COUNTY - WEST HOLMES CAREER CENTER - ADULT EDUCATION     ,1783 STATE ROUTE 60                               ,ASHLAND             ,OH,44805,4,72,5.5
